#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	4.8496605237633366E-4
27.0	4.8496605237633366E-4
28.0	2.4248302618816683E-4
29.0	7.274490785645005E-4
30.0	4.8496605237633366E-4
31.0	2.4248302618816683E-4
32.0	4.8496605237633366E-4
33.0	9.699321047526673E-4
34.0	0.0016973811833171678
35.0	0.001454898157129001
36.0	0.0026673132880698355
37.0	0.0026673132880698355
38.0	0.003394762366634336
39.0	0.0072744907856450046
40.0	0.00460717749757517
41.0	0.007032007759456839
42.0	0.006062075654704171
43.0	0.01018428709990301
44.0	0.008971871968962172
45.0	0.010426770126091174
46.0	0.01770126091173618
47.0	0.017701260911736176
48.0	0.023278370514064013
49.0	0.01624636275460718
50.0	0.025218234723569353
51.0	0.034190106692531516
52.0	0.04049466537342386
53.0	0.05067895247332687
54.0	0.04413191076624636
55.0	0.0482541222114452
56.0	0.04655674102812804
57.0	0.05092143549951502
58.0	0.04510184287099903
59.0	0.048254122211445205
60.0	0.042919495635305525
61.0	0.0424345295829292
62.0	0.04558680892337537
63.0	0.04243452958292919
64.0	0.048739088263821534
65.0	0.055771096023278385
66.0	0.04437439379243453
67.0	0.03128031037827352
68.0	0.022308438409311352
69.0	0.01212415130940834
70.0	0.005577109602327838
71.0	0.0036372453928225023
72.0	0.0024248302618816685
73.0	0.002909796314258002
74.0	0.001454898157129001
75.0	0.0012124151309408342
76.0	0.0016973811833171678
77.0	7.274490785645005E-4
78.0	9.699321047526673E-4
79.0	9.699321047526673E-4
80.0	0.001454898157129001
81.0	0.0036372453928225027
82.0	2.4248302618816683E-4
83.0	0.0019398642095053346
84.0	0.0016973811833171678
85.0	0.001454898157129001
86.0	2.4248302618816683E-4
87.0	2.4248302618816683E-4
88.0	2.4248302618816683E-4
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
