#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	3.8714672861014324E-4
19.0	0.0
20.0	7.742934572202865E-4
21.0	3.8714672861014324E-4
22.0	0.0
23.0	0.0011614401858304297
24.0	0.001548586914440573
25.0	0.0011614401858304297
26.0	0.0019357336430507162
27.0	0.0023228803716608595
28.0	0.006581494386372435
29.0	0.008904374758033295
30.0	0.00967866821525358
31.0	0.012001548586914441
32.0	0.00967866821525358
33.0	0.011227255129694153
34.0	0.015873015873015872
35.0	0.018583042973286876
36.0	0.019744483159117306
37.0	0.028648857917150602
38.0	0.02632597754548974
39.0	0.03368176538908246
40.0	0.02942315137437089
41.0	0.028261711188540456
42.0	0.023615950445218737
43.0	0.025938830816879598
44.0	0.029423151374370887
45.0	0.03406891211769261
46.0	0.03484320557491289
47.0	0.03600464576074332
48.0	0.03871467286101432
49.0	0.032520325203252036
50.0	0.03716608594657375
51.0	0.0483933410762679
52.0	0.036004645760743324
53.0	0.03948896631823461
54.0	0.036391792489353474
55.0	0.037940379403794036
56.0	0.030584591560201317
57.0	0.029810298102981032
58.0	0.02400309717382888
59.0	0.022454510259388306
60.0	0.02051877661633759
61.0	0.02400309717382888
62.0	0.013162988772744872
63.0	0.013550135501355014
64.0	0.017421602787456445
65.0	0.015098722415795587
66.0	0.008904374758033294
67.0	0.009291521486643438
68.0	0.006194347657762292
69.0	0.004645760743321719
70.0	7.742934572202865E-4
71.0	3.8714672861014324E-4
72.0	3.8714672861014324E-4
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
