#Coverage	Number of genomic locations
316.0	11.0
317.0	12.0
318.0	13.0
319.0	8.0
320.0	5.0
321.0	8.0
322.0	8.0
323.0	3.0
324.0	9.0
325.0	12.0
326.0	7.0
327.0	10.0
328.0	20.0
329.0	14.0
330.0	14.0
331.0	16.0
332.0	8.0
333.0	7.0
334.0	7.0
335.0	9.0
336.0	12.0
337.0	9.0
338.0	9.0
339.0	17.0
340.0	14.0
341.0	10.0
342.0	5.0
343.0	4.0
344.0	14.0
345.0	6.0
346.0	7.0
347.0	7.0
348.0	4.0
349.0	4.0
350.0	10.0
351.0	11.0
352.0	5.0
353.0	8.0
354.0	7.0
355.0	4.0
356.0	11.0
357.0	7.0
358.0	12.0
359.0	9.0
360.0	11.0
361.0	4.0
362.0	7.0
363.0	3.0
364.0	7.0
365.0	8.0
366.0	8.0
367.0	7.0
368.0	6.0
369.0	12.0
370.0	9.0
371.0	11.0
372.0	6.0
373.0	7.0
374.0	6.0
375.0	3.0
376.0	7.0
377.0	8.0
378.0	6.0
379.0	4.0
380.0	6.0
381.0	7.0
382.0	5.0
383.0	7.0
384.0	4.0
385.0	8.0
386.0	4.0
387.0	5.0
388.0	10.0
389.0	9.0
390.0	6.0
391.0	5.0
392.0	13.0
393.0	8.0
394.0	7.0
395.0	7.0
396.0	4.0
397.0	5.0
398.0	8.0
399.0	8.0
400.0	6.0
401.0	8.0
402.0	7.0
403.0	8.0
404.0	3.0
405.0	5.0
406.0	7.0
407.0	5.0
408.0	10.0
409.0	4.0
410.0	5.0
411.0	3.0
412.0	5.0
413.0	4.0
414.0	3.0
415.0	6.0
416.0	6.0
417.0	3.0
418.0	5.0
419.0	7.0
420.0	5.0
421.0	5.0
422.0	6.0
423.0	7.0
424.0	2.0
425.0	2.0
426.0	7.0
427.0	3.0
428.0	3.0
429.0	6.0
430.0	3.0
431.0	4.0
432.0	2.0
433.0	3.0
434.0	6.0
435.0	4.0
436.0	4.0
437.0	1.0
438.0	3.0
439.0	3.0
440.0	3.0
441.0	2.0
442.0	1.0
443.0	1.0
444.0	4.0
445.0	1.0
446.0	1.0
447.0	1.0
448.0	4.0
449.0	1.0
450.0	1.0
451.0	4.0
452.0	4.0
453.0	1.0
454.0	2.0
455.0	2.0
456.0	6.0
457.0	1.0
458.0	5.0
459.0	3.0
460.0	3.0
461.0	2.0
462.0	3.0
463.0	3.0
464.0	5.0
465.0	7.0
466.0	3.0
467.0	3.0
468.0	2.0
469.0	5.0
470.0	3.0
471.0	4.0
472.0	3.0
473.0	5.0
474.0	5.0
475.0	4.0
476.0	3.0
477.0	5.0
478.0	6.0
479.0	2.0
480.0	8.0
481.0	2.0
482.0	4.0
483.0	2.0
484.0	7.0
485.0	12.0
486.0	5.0
487.0	2.0
488.0	2.0
489.0	4.0
490.0	2.0
491.0	2.0
492.0	6.0
493.0	4.0
494.0	4.0
495.0	6.0
496.0	2.0
497.0	3.0
498.0	2.0
499.0	7.0
500.0	6.0
501.0	4.0
502.0	4.0
503.0	4.0
504.0	5.0
505.0	10.0
506.0	7.0
507.0	9.0
508.0	8.0
509.0	6.0
510.0	6.0
511.0	4.0
512.0	5.0
513.0	3.0
514.0	5.0
515.0	7.0
516.0	3.0
517.0	3.0
518.0	4.0
519.0	3.0
520.0	3.0
521.0	2.0
522.0	4.0
523.0	7.0
524.0	4.0
525.0	2.0
526.0	2.0
527.0	1.0
528.0	1.0
529.0	2.0
531.0	3.0
533.0	1.0
534.0	1.0
536.0	2.0
537.0	4.0
539.0	1.0
540.0	3.0
541.0	1.0
542.0	1.0
543.0	4.0
544.0	2.0
545.0	1.0
546.0	3.0
548.0	2.0
549.0	4.0
550.0	2.0
551.0	3.0
552.0	6.0
554.0	2.0
558.0	2.0
559.0	1.0
560.0	1.0
561.0	3.0
562.0	1.0
563.0	1.0
565.0	3.0
566.0	1.0
567.0	1.0
568.0	2.0
569.0	1.0
570.0	2.0
572.0	2.0
573.0	4.0
574.0	4.0
575.0	3.0
576.0	7.0
578.0	3.0
579.0	3.0
580.0	3.0
581.0	4.0
582.0	3.0
583.0	2.0
584.0	1.0
585.0	5.0
586.0	3.0
587.0	1.0
589.0	4.0
590.0	2.0
591.0	4.0
592.0	4.0
593.0	3.0
594.0	1.0
596.0	1.0
597.0	4.0
598.0	3.0
600.0	5.0
601.0	2.0
603.0	4.0
604.0	2.0
605.0	3.0
607.0	3.0
608.0	3.0
611.0	1.0
612.0	2.0
613.0	2.0
614.0	1.0
615.0	1.0
616.0	2.0
617.0	2.0
618.0	3.0
619.0	2.0
620.0	6.0
621.0	2.0
622.0	1.0
623.0	3.0
624.0	6.0
625.0	3.0
627.0	3.0
629.0	2.0
630.0	6.0
631.0	3.0
632.0	2.0
633.0	3.0
634.0	2.0
635.0	7.0
636.0	1.0
637.0	4.0
638.0	4.0
639.0	2.0
640.0	3.0
641.0	2.0
642.0	2.0
643.0	1.0
644.0	1.0
645.0	1.0
646.0	2.0
647.0	2.0
648.0	2.0
650.0	3.0
651.0	1.0
652.0	1.0
654.0	2.0
655.0	1.0
657.0	1.0
658.0	2.0
659.0	2.0
662.0	2.0
663.0	1.0
666.0	2.0
668.0	1.0
669.0	1.0
670.0	1.0
671.0	2.0
672.0	2.0
674.0	1.0
675.0	3.0
676.0	1.0
677.0	1.0
678.0	1.0
679.0	3.0
680.0	3.0
681.0	1.0
682.0	1.0
686.0	2.0
689.0	1.0
690.0	1.0
694.0	1.0
695.0	3.0
697.0	1.0
698.0	1.0
699.0	3.0
701.0	3.0
702.0	1.0
703.0	4.0
706.0	1.0
707.0	1.0
713.0	1.0
714.0	1.0
715.0	1.0
717.0	1.0
718.0	1.0
721.0	2.0
723.0	1.0
724.0	1.0
725.0	1.0
727.0	3.0
728.0	1.0
729.0	2.0
730.0	1.0
731.0	1.0
732.0	1.0
733.0	1.0
735.0	1.0
742.0	2.0
743.0	2.0
744.0	4.0
747.0	2.0
748.0	2.0
751.0	2.0
755.0	3.0
756.0	1.0
758.0	3.0
759.0	3.0
760.0	2.0
761.0	5.0
763.0	1.0
764.0	1.0
765.0	1.0
766.0	1.0
767.0	3.0
768.0	1.0
770.0	2.0
771.0	1.0
772.0	2.0
774.0	2.0
775.0	2.0
777.0	2.0
778.0	3.0
779.0	1.0
781.0	2.0
782.0	3.0
783.0	4.0
784.0	5.0
785.0	1.0
786.0	3.0
788.0	2.0
789.0	2.0
790.0	1.0
791.0	1.0
792.0	1.0
793.0	1.0
794.0	3.0
795.0	1.0
796.0	2.0
797.0	2.0
798.0	2.0
799.0	3.0
800.0	1.0
801.0	2.0
802.0	1.0
803.0	1.0
804.0	2.0
806.0	3.0
807.0	5.0
810.0	2.0
811.0	1.0
812.0	1.0
813.0	2.0
814.0	2.0
815.0	1.0
816.0	2.0
817.0	3.0
818.0	1.0
822.0	2.0
823.0	1.0
825.0	2.0
827.0	1.0
828.0	2.0
829.0	1.0
830.0	2.0
832.0	1.0
835.0	2.0
837.0	2.0
838.0	1.0
839.0	1.0
840.0	2.0
841.0	1.0
843.0	2.0
844.0	1.0
846.0	2.0
847.0	3.0
848.0	1.0
849.0	1.0
850.0	2.0
851.0	1.0
852.0	1.0
853.0	3.0
854.0	2.0
855.0	3.0
857.0	2.0
858.0	3.0
860.0	1.0
861.0	1.0
862.0	2.0
863.0	1.0
864.0	3.0
865.0	1.0
866.0	2.0
867.0	2.0
868.0	1.0
869.0	1.0
870.0	2.0
872.0	1.0
873.0	2.0
874.0	3.0
875.0	2.0
876.0	3.0
877.0	1.0
881.0	2.0
883.0	5.0
884.0	1.0
885.0	1.0
886.0	1.0
887.0	2.0
888.0	1.0
889.0	1.0
890.0	2.0
892.0	2.0
893.0	1.0
894.0	4.0
895.0	3.0
896.0	1.0
899.0	1.0
900.0	2.0
902.0	1.0
906.0	1.0
907.0	3.0
912.0	1.0
913.0	3.0
914.0	1.0
916.0	1.0
917.0	3.0
920.0	1.0
921.0	1.0
923.0	3.0
924.0	2.0
925.0	1.0
926.0	2.0
927.0	1.0
928.0	4.0
930.0	2.0
931.0	1.0
932.0	1.0
933.0	3.0
934.0	1.0
935.0	2.0
936.0	3.0
939.0	4.0
940.0	1.0
941.0	1.0
942.0	1.0
943.0	2.0
945.0	3.0
946.0	1.0
947.0	2.0
948.0	5.0
949.0	1.0
950.0	3.0
951.0	3.0
952.0	1.0
953.0	2.0
954.0	2.0
955.0	1.0
956.0	1.0
957.0	2.0
959.0	1.0
960.0	2.0
961.0	1.0
962.0	1.0
963.0	1.0
965.0	1.0
966.0	1.0
967.0	1.0
968.0	1.0
969.0	3.0
970.0	2.0
974.0	2.0
976.0	1.0
977.0	2.0
979.0	1.0
980.0	2.0
984.0	1.0
985.0	2.0
986.0	1.0
987.0	1.0
988.0	2.0
995.0	1.0
996.0	1.0
997.0	1.0
1000.0	2.0
1003.0	2.0
1004.0	1.0
1005.0	3.0
1006.0	1.0
1011.0	2.0
1012.0	4.0
1013.0	1.0
1015.0	1.0
1017.0	1.0
1021.0	1.0
1022.0	1.0
1024.0	1.0
1026.0	1.0
1029.0	1.0
1031.0	1.0
1032.0	1.0
1034.0	2.0
1035.0	1.0
1036.0	2.0
1037.0	1.0
1043.0	2.0
1044.0	1.0
1045.0	1.0
1046.0	1.0
1053.0	3.0
1054.0	1.0
1058.0	3.0
1059.0	2.0
1060.0	1.0
1061.0	2.0
1064.0	1.0
1065.0	1.0
1066.0	1.0
1067.0	2.0
1068.0	2.0
1069.0	1.0
1071.0	5.0
1073.0	2.0
1075.0	1.0
1076.0	1.0
1077.0	1.0
1079.0	1.0
1080.0	1.0
1081.0	1.0
1082.0	1.0
1083.0	1.0
1086.0	1.0
1088.0	3.0
1089.0	2.0
1090.0	1.0
1091.0	3.0
1092.0	3.0
1093.0	2.0
1094.0	1.0
1095.0	2.0
1097.0	2.0
1098.0	2.0
1101.0	2.0
1103.0	2.0
1105.0	1.0
1107.0	2.0
1109.0	2.0
1113.0	2.0
1114.0	3.0
1115.0	1.0
1117.0	1.0
1118.0	4.0
1119.0	1.0
1120.0	2.0
1127.0	1.0
1130.0	1.0
1134.0	1.0
1136.0	2.0
1138.0	1.0
1139.0	2.0
1142.0	1.0
1145.0	1.0
1147.0	1.0
1150.0	1.0
1152.0	2.0
1155.0	1.0
1156.0	1.0
1162.0	1.0
1168.0	1.0
1170.0	1.0
1171.0	2.0
1173.0	1.0
1175.0	1.0
1177.0	2.0
1179.0	2.0
1180.0	1.0
1181.0	1.0
1182.0	1.0
1185.0	1.0
1196.0	1.0
1198.0	1.0
1200.0	1.0
1201.0	3.0
1202.0	1.0
1204.0	1.0
1211.0	1.0
1213.0	1.0
1215.0	1.0
1218.0	2.0
1219.0	1.0
1220.0	1.0
1222.0	1.0
1224.0	1.0
1226.0	2.0
1228.0	1.0
1230.0	1.0
1234.0	1.0
1240.0	1.0
1255.0	1.0
1263.0	1.0
1269.0	1.0
1283.0	1.0
1294.0	1.0
1298.0	1.0
1299.0	1.0
1301.0	1.0
1316.0	1.0
1318.0	1.0
1319.0	1.0
1320.0	1.0
1324.0	1.0
1326.0	1.0
1339.0	1.0
1343.0	2.0
1344.0	3.0
1345.0	2.0
1347.0	1.0
1350.0	2.0
1353.0	1.0
1356.0	1.0
1365.0	2.0
1376.0	1.0
1378.0	2.0
1380.0	1.0
1381.0	1.0
1384.0	1.0
1387.0	2.0
1389.0	2.0
1391.0	2.0
1392.0	1.0
1393.0	4.0
1394.0	1.0
1395.0	3.0
1396.0	1.0
1399.0	1.0
1401.0	3.0
1402.0	2.0
1403.0	3.0
1404.0	2.0
1412.0	2.0
1414.0	1.0
1421.0	1.0
1430.0	1.0
1435.0	1.0
1436.0	1.0
1437.0	1.0
1438.0	1.0
1445.0	1.0
1449.0	1.0
1450.0	1.0
1464.0	1.0
1465.0	1.0
1472.0	1.0
1475.0	1.0
1482.0	1.0
1483.0	1.0
1487.0	1.0
1490.0	1.0
1494.0	1.0
1504.0	1.0
1506.0	1.0
1512.0	1.0
1524.0	1.0
1526.0	2.0
1528.0	2.0
1529.0	1.0
1532.0	2.0
1534.0	2.0
1536.0	1.0
1537.0	1.0
1538.0	1.0
1542.0	2.0
1543.0	1.0
1544.0	1.0
1545.0	1.0
1548.0	1.0
1549.0	2.0
1555.0	2.0
1557.0	1.0
1560.0	1.0
1564.0	1.0
1568.0	1.0
1574.0	1.0
1583.0	1.0
1585.0	1.0
1591.0	2.0
1592.0	1.0
1593.0	1.0
1602.0	1.0
1606.0	1.0
1613.0	1.0
1618.0	1.0
1621.0	2.0
1622.0	1.0
1626.0	2.0
1627.0	1.0
1629.0	1.0
1630.0	2.0
1634.0	1.0
1635.0	1.0
1638.0	1.0
1641.0	1.0
1644.0	1.0
1648.0	1.0
1653.0	1.0
1659.0	2.0
1664.0	1.0
1665.0	3.0
1666.0	1.0
1673.0	1.0
1700.0	1.0
1706.0	1.0
1708.0	1.0
1713.0	1.0
1715.0	1.0
1729.0	1.0
1733.0	1.0
1735.0	1.0
1739.0	1.0
1757.0	1.0
1761.0	1.0
1772.0	1.0
1780.0	1.0
1786.0	1.0
1798.0	1.0
1801.0	1.0
1807.0	1.0
1824.0	1.0
1835.0	1.0
1838.0	1.0
1843.0	1.0
1876.0	2.0
1878.0	1.0
1879.0	1.0
1883.0	1.0
1884.0	1.0
1900.0	2.0
1914.0	1.0
1922.0	1.0
1932.0	1.0
1939.0	1.0
1945.0	1.0
1949.0	2.0
1951.0	1.0
1955.0	1.0
1956.0	1.0
1964.0	1.0
1967.0	1.0
1976.0	1.0
1979.0	1.0
1982.0	1.0
1983.0	1.0
1987.0	1.0
1989.0	1.0
2000.0	1.0
2017.0	1.0
2025.0	1.0
2026.0	3.0
2036.0	1.0
2038.0	1.0
2050.0	1.0
2056.0	1.0
2057.0	2.0
2059.0	1.0
2063.0	1.0
2064.0	1.0
2073.0	2.0
2074.0	1.0
2075.0	1.0
2076.0	1.0
2096.0	1.0
2097.0	1.0
2101.0	2.0
2102.0	2.0
2106.0	1.0
2118.0	1.0
2199.0	1.0
2217.0	1.0
2250.0	1.0
2289.0	1.0
2306.0	1.0
2330.0	2.0
2331.0	3.0
2333.0	1.0
2361.0	2.0
2362.0	1.0
2369.0	1.0
2372.0	1.0
2390.0	2.0
2411.0	1.0
2423.0	1.0
2445.0	1.0
